Full URL,Parent URL,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/sumpfmeise/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/stunde-der-wintervoegel/vogelportraets/index.html,tiere-und-pflanzen,voegel,portraets,sumpfmeise,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/stunde-der-wintervoegel/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/stunde-der-wintervoegel/landingpage/19951.html,tiere-und-pflanzen,aktionen-und-projekte,stunde-der-wintervoegel,,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/weltweit.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,,,
https://www.nabu.de/tiere-und-pflanzen/voegel/helfen/nistkaesten/01086.html,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/1974-mehlschwalbe/index.html,tiere-und-pflanzen,voegel,helfen,nistkaesten,01086.html,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/habicht/18414.html,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/habicht/index.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,habicht,18414.html,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/stieglitz/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/stieglitz/weltweit.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,stieglitz,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/waldkauz/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/waldkauz/weltweit.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,waldkauz,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/staqr/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/star/weltweit.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,staqr,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/feldlerche/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/feldlerche/weltweit.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,feldlerche,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/eisvogel/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2021/29193.html,tiere-und-pflanzen,voegel,portraets,eisvogel,,
